Phases,EulerAngles_0,EulerAngles_1,EulerAngles_2
1,1.3803614,1.7333564,5.6254644
1,1.3803614,1.7333564,5.6254644
1,1.3803614,1.7333564,5.6254644
1,1.3803614,1.7333564,5.6254644
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,1.0968661,1.354109,4.2627444
1,1.0968661,1.354109,4.2627444
1,1.0968661,1.354109,4.2627444
1,0.2309674,2.4289248,1.7148741
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,1.3803614,1.7333564,5.6254644
1,1.3803614,1.7333564,5.6254644
1,1.3803614,1.7333564,5.6254644
1,1.3803614,1.7333564,5.6254644
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,1.0968661,1.354109,4.2627444
1,1.0968661,1.354109,4.2627444
1,1.0968661,1.354109,4.2627444
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,1.3803614,1.7333564,5.6254644
1,1.3803614,1.7333564,5.6254644
1,1.3803614,1.7333564,5.6254644
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,0.66200107,1.134527,6.1403728
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,1.0212803,0.99175674,5.8724208
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,2.7661331,2.3056998,0.89634246
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,5.305738,2.2977328,0.36446053
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,0.46510214,1.3709071,1.9105388
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,4.7104187,2.6378562,2.3562469
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,0.49632308,1.1227609,2.2420132
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,3.6465676,1.4913477,1.5586219
1,1.3803614,1.7333564,5.6254644
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.5378075,1.7091794,4.5541458
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.9474869,1.9299127,2.2786288
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,5.5643415,1.4770437,1.0104008
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,2.3486485,1.9030662,2.9125175
1,0.66200107,1.134527,6.1403728
1,0.66200107,1.134527,6.1403728
1,0.66200107,1.134527,6.1403728
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
1,3.3966646,1.266777,5.3480277
